"","X","budget","genres","homepage","id","keywords","original_language","original_title","overview","popularity","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","vote_average","vote_count"
"68",68,3000000,"[{""id"": 37, ""name"": ""Western""}]","",3089,"[{""id"": 1556, ""name"": ""texas""}, {""id"": 3851, ""name"": ""dangerous""}, {""id"": 7658, ""name"": ""kansas""}, {""id"": 9656, ""name"": ""cattle drive""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 15225, ""name"": ""cattle""}, {""id"": 185927, ""name"": ""adopted child""}, {""id"": 208505, ""name"": ""cattle empire""}]","en","Red River","Dunson is driving his cattle to Red River when his adopted son, Matthew, turns against him.",5.344815,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Monterey Productions"", ""id"": 1316}, {""name"": ""Charles K. Feldman Group"", ""id"": 1317}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1948,9012000,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]","Released","Big as the men who faced this challenge! Bold as the women who loved them!","Red River",7.3,82
"69",69,2883848,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","",239,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 3581, ""name"": ""witness""}, {""id"": 4048, ""name"": ""musician""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 12090, ""name"": ""cross dressing""}, {""id"": 33624, ""name"": ""band""}, {""id"": 160395, ""name"": ""spats""}, {""id"": 160396, ""name"": ""all girl band""}, {""id"": 160397, ""name"": ""st. valentine's day massacre""}, {""id"": 160400, ""name"": ""sugar""}, {""id"": 160404, ""name"": ""valentine's day""}, {""id"": 160406, ""name"": ""dressing""}]","en","Some Like It Hot","Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",39.30982,"[{""name"": ""The Mirisch Corporation"", ""id"": 219}, {""name"": ""Ashton Productions"", ""id"": 11982}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1959,2.5e+07,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","The movie too HOT for words!","Some Like It Hot",8,808
"70",70,2600000,"[{""id"": 37, ""name"": ""Western""}, {""id"": 35, ""name"": ""Comedy""}]","",11072,"[{""id"": 1419, ""name"": ""gun""}, {""id"": 1582, ""name"": ""saloon""}, {""id"": 5744, ""name"": ""governor""}, {""id"": 8009, ""name"": ""marching band""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 10511, ""name"": ""western""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 18465, ""name"": ""interrupted hanging""}, {""id"": 34139, ""name"": ""railroad""}, {""id"": 155291, ""name"": ""cowboy""}, {""id"": 160583, ""name"": ""western town""}, {""id"": 160586, ""name"": ""western spoof""}, {""id"": 160588, ""name"": ""ceremony""}, {""id"": 160589, ""name"": ""frontier town""}, {""id"": 160595, ""name"": ""looking at the camera""}, {""id"": 160597, ""name"": ""saloon girl""}, {""id"": 160602, ""name"": ""movie reality crossover""}, {""id"": 160605, ""name"": ""nietzsche""}, {""id"": 160607, ""name"": ""coot""}, {""id"": 160612, ""name"": ""self-referential""}, {""id"": 162078, ""name"": ""female singer""}, {""id"": 236316, ""name"": ""anarchic comedy""}]","en","Blazing Saddles","A town – where everyone seems to be named Johnson – is in the way of the railroad and, in order to grab their land, Hedley Lemar, a politically connected nasty person, sends in his henchmen to make the town unlivable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",22.793929,"[{""name"": ""Crossbow Productions"", ""id"": 1296}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1974,119500000,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""yi"", ""name"": """"}]","Released","Never give a saga an even break!","Blazing Saddles",7.2,609
"71",71,2361000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]","",43546,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 7665, ""name"": ""girls' boarding school""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 9799, ""name"": ""romantic comedy""}]","en","Bathing Beauty","A big splash in her first starring role: Esther Williams is a teacher at a women's college -- and wacky Red Skelton enrolls to be near her. An astonishing flames-and-fountains aquatic finale.",0.628051,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1944,6892000,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]","Released","M.G.M's Mammoth Technicolor Musical Spectacle!","Bathing Beauty",7,4
"72",72,2100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]","",887,"[{""id"": 279, ""name"": ""usa""}, {""id"": 447, ""name"": ""post traumatic stress  disorder""}, {""id"": 1543, ""name"": ""war veteran""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2367, ""name"": ""rehabilitation""}, {""id"": 2425, ""name"": ""bodily disabled person""}]","en","The Best Years of Our Lives","It's the hope that sustains the spirit of every GI: the dream of the day when he will finally return home. For three WWII veterans, the day has arrived. But for each man, the dream is about to become a nightmare. Captain Fred Derry is returning to a loveless marriage; Sergeant Al Stephenson is a stranger to a family that's grown up without him; and young sailor Homer Parrish is tormented by the loss of his hands. Can these three men find the courage to rebuild their world? Or are the best years of their lives a thing of the past?",8.38717,"[{""name"": ""Samuel Goldwyn Company, The"", ""id"": 28205}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1946,23650000,172,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","Three wonderful loves in the best picture of the year!","The Best Years of Our Lives",7.6,143
"73",73,2000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]","http://www.mgm.com/view/movie/717/From-Russia-With-Love/",657,"[{""id"": 110, ""name"": ""venice""}, {""id"": 212, ""name"": ""london england""}, {""id"": 321, ""name"": ""terror""}, {""id"": 392, ""name"": ""england""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 470, ""name"": ""spy""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 1847, ""name"": ""istanbul""}, {""id"": 2139, ""name"": ""russia""}, {""id"": 3269, ""name"": ""secret mission""}, {""id"": 3271, ""name"": ""secret organization""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3278, ""name"": ""kgb""}, {""id"": 3279, ""name"": ""orient express""}, {""id"": 3281, ""name"": ""zagreb""}, {""id"": 3282, ""name"": ""gondola""}, {""id"": 3284, ""name"": ""phantom""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","en","From Russia with Love","Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy",41.298723,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Danjaq"", ""id"": 10761}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1963,78898765,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}, {""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}]","Released","The world's masters of murder pull out all the stops to destroy Agent 007!","From Russia with Love",6.9,760
"74",74,2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","",33667,"[{""id"": 10144, ""name"": ""anti semitism""}, {""id"": 13065, ""name"": ""soldier""}]","en","Gentleman's Agreement","A magazine writer poses as a Jew to expose anti-Semitism.",5.381536,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1947,7800000,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","","Gentleman's Agreement",6.8,47
"75",75,1644736,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","",34106,"[{""id"": 2693, ""name"": ""monopoly""}, {""id"": 5728, ""name"": ""tycoon""}, {""id"": 6095, ""name"": ""house""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10483, ""name"": ""eccentric""}, {""id"": 11677, ""name"": ""secretary""}, {""id"": 11678, ""name"": ""free spirit""}, {""id"": 182625, ""name"": ""rich snob""}, {""id"": 191786, ""name"": ""stenographer""}]","en","You Can't Take It With You","Alice, the only relatively normal member of the eccentric Sycamore family, falls in love with Tony Kirby. His wealthy banker father, Anthony P. Kirby, and his snobbish mother, strongly disapprove of the match. When the Kirbys are invited to dinner to become better acquainted with their future in-laws, things do not turn out the way Alice had hoped.",3.426314,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1938,7433101,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]","Released","YOU'LL LOVE THEM ALL FOR GIVING YOU THE SWELLEST TIME YOU'VE EVER HAD!","You Can't Take It With You",7.2,79
"76",76,1,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]","",3082,"[{""id"": 1382, ""name"": ""factory""}, {""id"": 1546, ""name"": ""ambulance""}, {""id"": 3338, ""name"": ""invention""}, {""id"": 5386, ""name"": ""tramp""}, {""id"": 5571, ""name"": ""great depression""}, {""id"": 7025, ""name"": ""industrial revolution""}, {""id"": 9253, ""name"": ""slapstick""}, {""id"": 33618, ""name"": ""machine""}, {""id"": 33619, ""name"": ""pardon""}, {""id"": 33620, ""name"": ""guilty""}]","en","Modern Times","The Tramp struggles to live in modern industrial society with the help of a young homeless woman.",28.27648,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Charles Chaplin Productions"", ""id"": 1315}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1936,8500000,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!","Modern Times",8.1,856
"78",78,1488423,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]","http://movies.disney.com/snow-white-and-the-seven-dwarfs",408,"[{""id"": 351, ""name"": ""poison""}, {""id"": 616, ""name"": ""witch""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 1647, ""name"": ""sadness""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 2013, ""name"": ""attempted murder""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 3758, ""name"": ""appearance""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 166625, ""name"": ""candlelight vigil""}, {""id"": 169341, ""name"": ""snow white""}]","en","Snow White and the Seven Dwarfs","A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",80.171283,"[{""name"": ""Walt Disney Productions"", ""id"": 3166}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1937,184925486,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.","Snow White and the Seven Dwarfs",6.9,1914
"79",79,1250000,"[{""id"": 18, ""name"": ""Drama""}]","",28580,"[{""id"": 1333, ""name"": ""desperation""}, {""id"": 2677, ""name"": ""weekend""}, {""id"": 6662, ""name"": ""delirium""}, {""id"": 6782, ""name"": ""addiction""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 156318, ""name"": ""bats""}, {""id"": 161043, ""name"": ""suicidal thoughts""}, {""id"": 171567, ""name"": ""low self esteem""}, {""id"": 195402, ""name"": ""film noir""}, {""id"": 201456, ""name"": ""paranoid""}]","en","The Lost Weekend","Don Birnam, a long-time alcoholic, has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last - one way or another.",6.903314,"[{""name"": ""Paramount"", ""id"": 6033}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1945,1.1e+07,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","The screen dares to open the strange and savage pages of a shocking bestseller!","The Lost Weekend",7.4,112
"80",80,1250000,"[{""id"": 18, ""name"": ""Drama""}]","",43266,"[{""id"": 1209, ""name"": ""wales""}, {""id"": 11004, ""name"": ""rural setting""}, {""id"": 164742, ""name"": ""coal mining""}]","en","How Green Was My Valley","At the turn of the century in a Welsh mining village, the Morgans (he stern, she gentle) raise coal-mining sons and hope their youngest will find a better life. Lots of atmosphere, very sentimental view of pre-union miners' lives. The film is based on the 1939 Richard Llewellyn novel of the same name.",7.70019,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1941,6e+06,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""cy"", ""name"": ""Cymraeg""}]","Released","Millions Have Read This Great Novel... Millions more will see an even greater picture!","How Green Was My Valley",6.8,72
"81",81,1200000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","",11219,"[{""id"": 1415, ""name"": ""small town""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 4183, ""name"": ""wife""}, {""id"": 4908, ""name"": ""leave""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 189421, ""name"": ""female corpse""}]","en","The Trouble with Harry","Trouble erupts in a small, quiet New England town when a man's body is found in the woods. The problem is that almost everyone in town thinks that they had something to do with his death.",6.920873,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Alfred J. Hitchcock Productions"", ""id"": 10715}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1955,7e+06,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","A THRILLER with a difference!","The Trouble with Harry",6.9,149
"82",82,1000000,"[{""id"": 18, ""name"": ""Drama""}]","",1366,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 276, ""name"": ""philadelphia""}, {""id"": 396, ""name"": ""transporter""}, {""id"": 700, ""name"": ""italo-american""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2416, ""name"": ""publicity""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 4097, ""name"": ""independence""}, {""id"": 4487, ""name"": ""boxing match""}, {""id"": 4613, ""name"": ""training""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 4902, ""name"": ""surprise""}, {""id"": 5378, ""name"": ""world champion""}, {""id"": 5383, ""name"": ""amateur""}, {""id"": 6067, ""name"": ""victory""}]","en","Rocky","When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.",72.19808,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1976,117235147,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","His whole life was a million-to-one shot.","Rocky",7.5,1791
"83",83,1000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]","",18712,"[{""id"": 11400, ""name"": ""sergeant""}, {""id"": 161244, ""name"": ""iwo jima""}]","en","Sands of Iwo Jima","The relationship between Sergeant Stryker and a group of rebellious recruits is made difficult by the Sergeant's tough training tactics. At Tarawa, the leathernecks have a chance to see Stryker in action, and begin to appreciate him.",3.851,"[{""name"": ""Republic Pictures (I)"", ""id"": 14317}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1949,7800000,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","A Great Human Story... Makes A Mighty Motion Picture!!!","Sands of Iwo Jima",6.2,33
"84",84,858000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]","http://movies.disney.com/bambi",3170,"[{""id"": 5774, ""name"": ""forest""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 18211, ""name"": ""loss of loved one""}]","en","Bambi","Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",47.651878,"[{""name"": ""Walt Disney Productions"", ""id"": 3166}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1942,267447150,70,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","A great love story.","Bambi",6.8,1405
"85",85,609000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]","",3080,"[{""id"": 110, ""name"": ""venice""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4345, ""name"": ""tap dancing""}, {""id"": 6415, ""name"": ""stage show""}, {""id"": 7024, ""name"": ""fashion designer""}, {""id"": 10325, ""name"": ""mistaken identity""}, {""id"": 15479, ""name"": ""fashion""}, {""id"": 33493, ""name"": ""valet""}, {""id"": 41613, ""name"": ""rapier""}]","en","Top Hat","Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace.",3.898498,"[{""name"": ""RKO Radio Pictures"", ""id"": 6}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1935,3202000,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]","Released","They're Dancing Cheek-To-Cheek Again!","Top Hat",7.4,59
"86",87,439000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","",3062,"[{""id"": 276, ""name"": ""philadelphia""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6415, ""name"": ""stage show""}, {""id"": 14530, ""name"": ""director""}, {""id"": 15142, ""name"": ""broken ankle""}, {""id"": 33926, ""name"": ""chorus line""}, {""id"": 41316, ""name"": ""pet dog""}, {""id"": 156028, ""name"": ""broadway""}, {""id"": 163533, ""name"": ""fainting""}, {""id"": 164623, ""name"": ""chorus girl""}, {""id"": 165168, ""name"": ""opening night""}, {""id"": 165171, ""name"": ""crutch""}, {""id"": 165172, ""name"": ""theatrical backer""}, {""id"": 165177, ""name"": ""eviction""}, {""id"": 165184, ""name"": ""show producer""}, {""id"": 165185, ""name"": ""chorine""}, {""id"": 165186, ""name"": ""plaster cast""}, {""id"": 165190, ""name"": ""show must go on""}, {""id"": 165193, ""name"": ""financial crisis""}, {""id"": 165194, ""name"": ""sock on the jaw""}]","en","42nd Street","A producer puts on what may be his last Broadway show, and at the last moment a chorus girl has to replace the star.",1.933366,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1933,2281000,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","","42nd Street",6.1,37
"87",88,385907,"[{""id"": 18, ""name"": ""Drama""}]","",3059,"[{""id"": 279, ""name"": ""usa""}, {""id"": 2487, ""name"": ""naivety""}, {""id"": 3010, ""name"": ""intolerance""}, {""id"": 5314, ""name"": ""mill""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 14546, ""name"": ""massacre""}, {""id"": 41022, ""name"": ""protestant""}, {""id"": 154802, ""name"": ""silent film""}, {""id"": 171366, ""name"": ""multiple storylines""}, {""id"": 188618, ""name"": ""reformer""}, {""id"": 192032, ""name"": ""saved from hanging""}, {""id"": 223595, ""name"": ""jesus""}]","en","Intolerance","The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",3.232447,"[{""name"": ""Triangle Film Corporation"", ""id"": 1307}, {""name"": ""Wark Producing Corp."", ""id"": 1308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1916,8394751,197,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","The Cruel Hand of Intolerance","Intolerance",7.4,60
"88",89,379000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]","",65203,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 10229, ""name"": ""singer""}, {""id"": 156764, ""name"": ""pre-code""}, {""id"": 162487, ""name"": ""wisecrack humor""}, {""id"": 193649, ""name"": ""early sound film""}, {""id"": 215678, ""name"": ""partially lost film""}]","en","The Broadway Melody","Harriet and Queenie Mahoney, a vaudeville act, come to Broadway, where their friend Eddie Kerns needs them for his number in one of Francis Zanfield's shows. Eddie was in love with Harriet, but when he meets Queenie, he falls in love to her, but she is courted by Jock Warriner, a member of the New Yorker high society. It takes a while till Queenie recognizes, that she is for Jock nothing more than a toy, and it also takes a while till Harriet recognizes, that Eddie is in love with Queenie",0.968865,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1929,4358000,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","The pulsating drama of Broadway's bared heart speaks and sings with a voice to stir your soul!","The Broadway Melody",5,19
"89",90,325000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","",3078,"[{""id"": 416, ""name"": ""miami""}, {""id"": 11184, ""name"": ""reference to the big bad wolf""}, {""id"": 12193, ""name"": ""reporter""}]","en","It Happened One Night","Ellie Andrews has just tied the knot with society aviator King Westley when she is whisked away to her father's yacht and out of King's clutches. Ellie jumps ship and eventually winds up on a bus headed back to her husband. Reluctantly she must accept the help of out-of- work reporter Peter Warne. Actually, Warne doesn't give her any choice: either she sticks with him until he gets her back to her husband, or he'll blow the whistle on Ellie to her father. Either way, Peter gets what he wants... a really juicy newspaper story!",11.871424,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1934,4500000,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","TOGETHER... for the first time","It Happened One Night",7.7,275
"90",91,245000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]","",3060,"[{""id"": 2504, ""name"": ""world war i""}, {""id"": 154802, ""name"": ""silent film""}]","en","The Big Parade","The story of an idle rich boy who joins the US Army's Rainbow Division and is sent to France to fight in World War I, becomes friends with two working class men, experiences the horrors of trench warfare, and finds love with a French girl.",0.785744,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1925,2.2e+07,151,"[]","Released","","The Big Parade",7,21
